2026-05-06 09:29:06 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-05-06 09:29:09 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"application": {"name": "Cluster0"}, "driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.11.2"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/17.0.12+8-LTS-286"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='admin', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@724bf25f, com.mongodb.Jep395RecordCodecProvider@2abafa97, com.mongodb.KotlinCodecProvider@6f6cc7da]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017], srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-12ucmv-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='Cluster0', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null}
2026-05-06 09:29:10 [cluster-ClusterId{value='69fabc8d42cc90476fbd2a8c', description='Cluster0'}-ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=350580300, setName='atlas-12ucmv-shard-0', canonicalAddress=ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017, hosts=[ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017], passives=[], arbiters=[], primary='ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='cacheState', value='READY'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000de, setVersion=59, topologyVersion=TopologyVersion{processId=69f3aaf9f53630c5bd712865, counter=6}, lastWriteDate=Wed May 06 09:29:10 IST 2026, lastUpdateTimeNanos=502141584600}
2026-05-06 09:29:10 [cluster-ClusterId{value='69fabc8d42cc90476fbd2a8c', description='Cluster0'}-ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=350628100, setName='atlas-12ucmv-shard-0', canonicalAddress=ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017, hosts=[ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017], passives=[], arbiters=[], primary='ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='cacheState', value='READY'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=59, topologyVersion=TopologyVersion{processId=69f3a905134fe1d7a24e0f42, counter=4}, lastWriteDate=Wed May 06 09:29:10 IST 2026, lastUpdateTimeNanos=502141623800}
2026-05-06 09:29:10 [cluster-ClusterId{value='69fabc8d42cc90476fbd2a8c', description='Cluster0'}-ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017 with max election id 7fffffff00000000000000de and max set version 59
2026-05-06 09:29:10 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 4d343f99-541b-43ef-bf38-24a2af9b40a3

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-05-06 09:29:11 [cluster-ClusterId{value='69fabc8d42cc90476fbd2a8c', description='Cluster0'}-ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=77095200, setName='atlas-12ucmv-shard-0', canonicalAddress=ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017, hosts=[ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017], passives=[], arbiters=[], primary='ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='cacheState', value='READY'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=59, topologyVersion=TopologyVersion{processId=69f3ad64c76752dcd71912a2, counter=3}, lastWriteDate=Wed May 06 09:29:11 IST 2026, lastUpdateTimeNanos=502867206800}
2026-05-06 09:29:11 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@61c5fd78, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@42503099, org.springframework.security.web.context.SecurityContextHolderFilter@33430fc, org.springframework.security.web.header.HeaderWriterFilter@e36bc01, org.springframework.web.filter.CorsFilter@39dda56f, org.springframework.security.web.authentication.logout.LogoutFilter@534d0e20, com.sentinel.security.JwtTokenFilter@60844992, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@22ae32ba, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@b8b2184, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2ee456c7, org.springframework.security.web.session.SessionManagementFilter@523abba9, org.springframework.security.web.access.ExceptionTranslationFilter@24fef542, org.springframework.security.web.access.intercept.AuthorizationFilter@7b8b07ae]
2026-05-06 09:29:11 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-5500"]
2026-05-06 09:29:11 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 5500 (http) with context path ''
2026-05-06 09:29:11 [main] INFO  com.sentinel.SentinelApplication - Started SentinelApplication in 5.296 seconds (process running for 5.873)
2026-05-06 09:29:11 [scheduling-1] INFO  c.s.engine.TelemetryEngineService - Initiating fleet-wide telemetry cycle...
2026-05-06 09:30:11 [scheduling-1] INFO  c.s.engine.TelemetryEngineService - Initiating fleet-wide telemetry cycle...
2026-05-06 09:31:11 [scheduling-1] INFO  c.s.engine.TelemetryEngineService - Initiating fleet-wide telemetry cycle...
2026-05-06 10:11:40 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-05-06 10:11:40 [main] INFO  com.sentinel.SentinelApplication - Starting SentinelApplication using Java 17.0.12 with PID 16404 (A:\Projects\Santinel\backend\target\classes started by Ajay in A:\Projects\Santinel\backend)
2026-05-06 10:11:40 [main] INFO  com.sentinel.SentinelApplication - No active profile set, falling back to 1 default profile: "default"
2026-05-06 10:11:41 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2026-05-06 10:11:41 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 189 ms. Found 3 MongoDB repository interfaces.
2026-05-06 10:11:42 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 5500 (http)
2026-05-06 10:11:42 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-5500"]
2026-05-06 10:11:42 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-05-06 10:11:42 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
2026-05-06 10:11:42 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-05-06 10:11:42 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1821 ms
2026-05-06 10:11:42 [main] INFO  org.mongodb.driver.cluster - Adding discovered server ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017 to client view of cluster
2026-05-06 10:11:42 [main] INFO  org.mongodb.driver.cluster - Adding discovered server ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017 to client view of cluster
2026-05-06 10:11:42 [main] INFO  org.mongodb.driver.cluster - Adding discovered server ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017 to client view of cluster
2026-05-06 10:11:42 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"application": {"name": "Cluster0"}, "driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.11.2"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/17.0.12+8-LTS-286"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='admin', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@5460edd3, com.mongodb.Jep395RecordCodecProvider@5dbbb292, com.mongodb.KotlinCodecProvider@613f7eb7]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017], srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-12ucmv-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='Cluster0', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null}
2026-05-06 10:11:43 [cluster-ClusterId{value='69fac6867fc4905693cb3a65', description='Cluster0'}-ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=279563400, setName='atlas-12ucmv-shard-0', canonicalAddress=ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017, hosts=[ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017], passives=[], arbiters=[], primary='ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='cacheState', value='READY'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000de, setVersion=59, topologyVersion=TopologyVersion{processId=69f3aaf9f53630c5bd712865, counter=6}, lastWriteDate=Wed May 06 10:11:43 IST 2026, lastUpdateTimeNanos=3055024714400}
2026-05-06 10:11:43 [cluster-ClusterId{value='69fac6867fc4905693cb3a65', description='Cluster0'}-ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=280436800, setName='atlas-12ucmv-shard-0', canonicalAddress=ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017, hosts=[ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017], passives=[], arbiters=[], primary='ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='cacheState', value='READY'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=59, topologyVersion=TopologyVersion{processId=69f3a905134fe1d7a24e0f42, counter=4}, lastWriteDate=Wed May 06 10:11:43 IST 2026, lastUpdateTimeNanos=3055024714400}
2026-05-06 10:11:43 [cluster-ClusterId{value='69fac6867fc4905693cb3a65', description='Cluster0'}-ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=280464200, setName='atlas-12ucmv-shard-0', canonicalAddress=ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017, hosts=[ac-ipegaos-shard-00-00.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017, ac-ipegaos-shard-00-01.n6xcems.mongodb.net:27017], passives=[], arbiters=[], primary='ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='cacheState', value='READY'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=59, topologyVersion=TopologyVersion{processId=69f3ad64c76752dcd71912a2, counter=3}, lastWriteDate=Wed May 06 10:11:43 IST 2026, lastUpdateTimeNanos=3055024714500}
2026-05-06 10:11:43 [cluster-ClusterId{value='69fac6867fc4905693cb3a65', description='Cluster0'}-ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-ipegaos-shard-00-02.n6xcems.mongodb.net:27017 with max election id 7fffffff00000000000000de and max set version 59
2026-05-06 10:11:43 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 78a23d7b-764d-48fc-9655-4a8269f1e7df

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-05-06 10:11:43 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6df37f7a, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@39514976, org.springframework.security.web.context.SecurityContextHolderFilter@ccd000e, org.springframework.security.web.header.HeaderWriterFilter@67a6a2d0, org.springframework.web.filter.CorsFilter@7bdb4f17, org.springframework.security.web.authentication.logout.LogoutFilter@37f71c05, com.sentinel.security.JwtTokenFilter@77856cc5, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@d7055be, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@768f4b42, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1fbd5e0, org.springframework.security.web.session.SessionManagementFilter@22ae32ba, org.springframework.security.web.access.ExceptionTranslationFilter@1c8f71a7, org.springframework.security.web.access.intercept.AuthorizationFilter@39dda56f]
2026-05-06 10:11:44 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-5500"]
2026-05-06 10:11:44 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 5500 (http) with context path ''
2026-05-06 10:11:44 [main] INFO  com.sentinel.SentinelApplication - Started SentinelApplication in 4.207 seconds (process running for 4.787)
2026-05-06 10:11:44 [scheduling-1] INFO  c.s.engine.TelemetryEngineService - Initiating fleet-wide telemetry cycle...
2026-05-06 10:12:34 [http-nio-5500-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-05-06 10:12:34 [http-nio-5500-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-05-06 10:12:34 [http-nio-5500-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2026-05-06 10:12:35 [http-nio-5500-exec-6] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:12:35 [http-nio-5500-exec-5] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:12:44 [scheduling-1] INFO  c.s.engine.TelemetryEngineService - Initiating fleet-wide telemetry cycle...
2026-05-06 10:12:50 [http-nio-5500-exec-9] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:12:54 [reactor-http-nio-2] INFO  c.s.engine.TelemetryEngineService - Signal Captured: https://agentrouter.org/v1 | Status: 404 | Latency: 1484ms
2026-05-06 10:12:54 [http-nio-5500-exec-1] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:13:05 [http-nio-5500-exec-4] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:13:20 [http-nio-5500-exec-6] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:13:35 [http-nio-5500-exec-7] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:13:44 [scheduling-1] INFO  c.s.engine.TelemetryEngineService - Initiating fleet-wide telemetry cycle...
2026-05-06 10:13:44 [reactor-http-nio-3] INFO  c.s.engine.TelemetryEngineService - Signal Captured: https://agentrouter.org/v1 | Status: 404 | Latency: 196ms
2026-05-06 10:13:50 [http-nio-5500-exec-10] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:14:06 [http-nio-5500-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:14:21 [http-nio-5500-exec-3] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:14:36 [http-nio-5500-exec-5] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:14:44 [scheduling-1] INFO  c.s.engine.TelemetryEngineService - Initiating fleet-wide telemetry cycle...
2026-05-06 10:14:44 [reactor-http-nio-4] INFO  c.s.engine.TelemetryEngineService - Signal Captured: https://agentrouter.org/v1 | Status: 404 | Latency: 190ms
2026-05-06 10:14:52 [http-nio-5500-exec-9] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:15:07 [http-nio-5500-exec-10] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:15:23 [http-nio-5500-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:15:38 [http-nio-5500-exec-3] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:15:44 [scheduling-1] INFO  c.s.engine.TelemetryEngineService - Initiating fleet-wide telemetry cycle...
2026-05-06 10:15:44 [reactor-http-nio-5] INFO  c.s.engine.TelemetryEngineService - Signal Captured: https://agentrouter.org/v1 | Status: 404 | Latency: 186ms
2026-05-06 10:15:54 [http-nio-5500-exec-5] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:16:09 [http-nio-5500-exec-9] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2026-05-06 10:16:24 [http-nio-5500-exec-10] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
